"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"600626",2017,302,"United States",12,"Trade and Development Agency","2017009868","70_9564",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.554,0,0,0.577429,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.554,0.554,0.554,"TECHNICAL ASSISTANCE - CENTRAL POWER RESEARCH INSTITUTE SMART GRID TEST BED PROJECT TECHNICAL ASSISTANCE, THROUGH ESTA INTERNATIONAL, LLC","Technical Assistance - Central Power Research Institute Smart Grid Test Bed Project Technical Assistance, through ESTA International, LLC",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","ESTA International, LLC",61000,"","6/24/2013","6/24/2017","This grant supported a technical assistance (TA) program for the Central Power Research Institute (CPRI) to prepare a detailed planning and procurement document for the implementation of a Smart Grid Test Bed project in Bangalore, India. The project, which consists of an integrated Interoperability Laboratory and Smart Grid Technology Demonstration Center, would allow CPRI to research and perform controlled laboratory evaluations of integrated Smart Grid technologies. Ultimately, the TA intended to facilitate the implementation of Smart Grid pilot projects and full-scale deployment of Smart Grid technologies across India's power sector.","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",600
"604878",2017,302,"United States",12,"Trade and Development Agency","2017009937","70_9639",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.43471,0,0,0.453094,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.43471,0.43471,0.43471,"TECHNICAL ASSISTANCE - TECHNICAL ASSISTANCE AND PILOT PROJECT SMART GRID SUBSTATION COMMUNICATION ARCHITECTURE, THROUGH OSISOFT, LLC","Technical Assistance - Technical Assistance And Pilot Project Smart Grid Substation Communication Architecture, through OSIsoft, LLC",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","OSIsoft, LLC",61000,"","9/21/2012","11/30/2017","USTDA grant funding is supporting technical assistance (TA) to the China Electric Power Research institute, a subsidiary of the State Grid Corporation of China, and a pilot project on smart grid substation communication architecture. This TA will develop and demonstrate a model that is intended to serve as the basis for a new Chinese standard for future smart grid communication network deployment.","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",601
"605486",2017,302,"United States",12,"Trade and Development Agency","2017009633","70_9299",1,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.0462,0,0,0.0481538,0,0,0,0,0,0,0.0462,0,0,0.0481538,0,0,0,0,302,0.0462,0,0,0,"DESK STUDY - CLEAN ENERGY AND SMART GRID PROJECTS DESK STUDY, THROUGH CONTINUUM ASSOCIATES, LLC","Desk Study - Clean Energy And Smart Grid Projects Desk Study, through Continuum Associates, LLC",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","Continuum Associates, LLC",61000,"","4/21/2017","4/20/2019","This Desk Study (DS) series is reviewing, evaluating and fully developing funding recommendations for four clean energy and/or smart grid feasibilities studies, technical assistance, or pilot projects in India for USTDA funding consideration. The clean/renewable energy and smart grid projects evaluated and prepared by the DS would support U.S. companies' entrance into the Indian market while simultaneously assisting India in developing sustainable sources of energy for its expanding power sector.","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",602
"607861",2017,302,"United States",12,"Trade and Development Agency","2017009965","70_9668",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.1584,0,0,0.165099,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.1584,0.1584,0.1584,"U.S.-CHINA SMART GRID TECHNICAL EXCHANGE PROGRAM, THROUGH NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION","U.S.-China Smart Grid Technical Exchange Program, through National Electrical Manufacturers Association",23110,"Energy policy and administrative management",231,"Energy",61000,"Private sector in provider country","National Electrical Manufacturers Association",61000,"","9/24/2013","1/31/2017","USTDA provided funding for the U.S.-China Smart Grid Training Program that introduced Chinese energy sector officials and project sponsors to U.S. smart grid best practices, regulations, policies, and technologies. The program included a series of four separate and distinct workshops in China over a 20 month period. The series of workshops was delivered in partnership with China's National Energy Administration (NEA), the U.S. Department of Energy, and the Federal Energy Regulatory Commission.","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",603
"612195",2017,302,"United States",1,"Agency for International Development","2017013400B","76_33047",1,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.371,0,0.18428,0.38669,0,0.192073,0,0,0.371,0,0,0.38669,0,0,0,0,0,0,302,0.371,0,-0.18428,-0.18428,"ENERGY UTILITY PARTNERSHIP - USEA","Energy Utility Partnership - USEA",23110,"Energy policy and administrative management",231,"Energy",22000,"Donor country-based NGO","U.S. Energy Association",22000,"","9/30/2007","9/30/2017","The Energy Utility Partnership Program's principal activity is the establishment of one-on-one executive partnerships between developing country electric utilities, gas utilities, transmission and other energy sector operators & policy makers and their U.S. counterparts.","",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",604
"617194",2017,302,"United States",12,"Trade and Development Agency","2017009907","70_9607",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.118,0,0,0.12299,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.118,0.118,0.118,"TECHNICAL ASSISTANCE - IPCL SMART GRID TECHNOLOGIES PROJECT TECHNICAL ASSISTANCE, THROUGH ESTA INTERNATIONAL, LLC","Technical Assistance - Ipcl Smart Grid Technologies Project Technical Assistance, through ESTA International, LLC",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","ESTA International, LLC",61000,"","8/29/2016","8/29/2020","This technical assistance (TA) grant is developing a detailed implementation plan and design specifications for a series of pilot projects that will assess the technical, economic and financial viability of new smart grid equipment and systems on the India Power Corporation Limited's (IPCL) distribution network. The TA is analyzing the technical and commercial electricity losses within IPCL's Gaya Distribution Franchise in the Kolkata metro region, as well as developing recommendations for power loss reductions through the deployment of modern smart grid equipment and services. The objective of this TA is to assist IPCL with the implementation of smart grid technologies on its network, which will ensure a higher degree of efficiency, reliability and customer satisfaction with the utility's electricity distribution operations.","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",605
"620673",2017,302,"United States",1,"Agency for International Development","2017013401","76_33047",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.18428,0,0,0.192073,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.18428,0.18428,0.18428,"ENERGY UTILITY PARTNERSHIP - USEA","Energy Utility Partnership - USEA",23110,"Energy policy and administrative management",231,"Energy",22000,"Donor country-based NGO","U.S. Energy Association",22000,"","9/30/2007","9/30/2017","The Energy Utility Partnership Program's principal activity is the establishment of one-on-one executive partnerships between developing country electric utilities, gas utilities, transmission and other energy sector operators & policy makers and their U.S. counterparts.","",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",606
"621499",2017,302,"United States",1,"Agency for International Development","2017020128","76_49331",3,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.455,0,0,1.51653,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.455,1.455,1.455,"MANGLA DAM REHABILITATION PROJECT","Mangla Dam Rehabilitation Project",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","8/15/2013","6/11/2020","Mangla Dam Rehabilitation Project","",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",607
"631149",2017,302,"United States",12,"Trade and Development Agency","2017009916","70_9616",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.38534,0,0,0.401636,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.38534,0.38534,0.38534,"TECHNICAL ASSISTANCE - NEW INTERNATIONAL AIRPORT FOR MEXICO CITY (NAICM) GREEN AIRPORT PROGRAM TECHNICAL ASSISTANCE, THROUGH ARUP GROUP LIMITED","Technical Assistance - New International Airport For Mexico City (Naicm) Green Airport Program Technical Assistance, through Arup Group Limited",21050,"Air transport",210,"Transport and Storage",62000,"Private sector in recipient country","Arup Group Limited",62000,"","9/6/2016","9/6/2020","This grant is funding technical assistance to develop a Green Airport Program for the new Mexico City International Airport. Mexico City's new airport is expected to become the largest airport in Latin America and one of the busiest airports in the world. The Green Airport Program is helping the airport concession holder, Grupo Aeroportuario de la Ciudad de México, S.A. de C.V. (GACM), to adopt international best practices related to green airport construction and operations by using renewable energy resources, promoting the use of public transport, and developing programs that would protect the environment, including water resources, wildlife, and vegetation.","",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,21050,0,0,0,"0","0",608
"633858",2017,302,"United States",1,"Agency for International Development","2017022387A","76_52430",1,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",2,0,0,2.08458,0,0,0,0,0,0,2,0,0,2.08458,0,0,0,0,302,2,0,0,0,"INDONESIA CLEAN ENERGY DEVELOPMENT - II (ICED II PROJECT)","Indonesia Clean Energy Development - II (ICED II Project)",23110,"Energy policy and administrative management",231,"Energy",61000,"Private sector in provider country","Tetra Tech, Inc.",61000,"","5/8/2015","5/7/2020","ICED II aims to improve the governance of clean energy development in Indonesia, with an emphasis on establishing an effective policy, regulatory and incentive environment for low-emission growth in the energy sector. ICED II project will be partnering with both the Central Government and several Local Governments. Further, it aims to provide assistance and advisory services to the GOI in identifying and overcoming gaps in the climate change mitigation and energy planning frameworks/processes within the energy sector, and in formulating/refining relevant regulations and policies more conducive of successful implementation of emission reduction plan and rapid development of clean energy project.","",1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",609
"643228",2017,11,"Switzerland",4,"Swiss Agency for Development and Co-operation","2012006545","7F-08527.02.02",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.609323,0,0,0.607591,0,0,0,0,0.609323,0,0,0.607591,0,0,0,0,0,0,11,0.6,0,0,0,"IND: LOW CARBON CEMENT","IND: Low Carbon Cement",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","",61000,"","6/1/2017","5/31/2020","","",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"6/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",610
"643428",2017,11,"Switzerland",4,"Swiss Agency for Development and Co-operation","2009003794","7F-07197.01.01",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.0971851,0,0,0.096909,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.0956982,0.0956982,0.0971851,"RENEWABLE ENERGY","Renewable Energy",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",22000,"Donor country-based NGO","",22000,"","11/1/2009","12/31/2017","The  Rural Electrification through Renewable Energy Development  (RERED) programme will demonstrate the viability of renewable energy based decentralised power generation (REDG) with a long term sustainability perspective, taking into account potential grid integration. This will require establishing viable community managed REDG plants, and influencing policies to ensure a regulatory framework favourable to operation and maintenance of REDG plants. Such plants shall be seen as long term investments towards the social and economic development of the region. Their integration into the grid shall allow the plant to act not only as a source of energy for local households, but also a source of revenue for local development. Through the proposed community involvement and a primary focus on household electrification, the standard of living of the communities will also be improved. In this programme, the initial focus will be on micro/mini hydro power (MHP) and biomass gasification power (BGP). The major contribution of the project will be in terms of capacity building, social engineering, and technical and policy developments.","",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"12/31/2017",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",611
"643771",2017,11,"Switzerland",4,"Swiss Agency for Development and Co-operation","2008004751","7F-06524.03.01",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.757388,0.123747,0,0.755236,0.123395,0,0,0,0.757388,0,0,0.755236,0,0,0,0,0,0,11,0.7458,0.121854,0.121854,0.123747,"INDO-SWISS PROGRAMME ON BUILDING ENERGY EFFICIENCY (BEEP)","Indo-Swiss Programme on Building Energy Efficiency (BEEP)",23110,"Energy policy and administrative management",231,"Energy",61000,"Private sector in provider country","",61000,"","10/1/2017","12/31/2021","Globally buildings account for 35% of energy use and about 20% of GHG emissions. In India, buildings even consume 40% of all energy and cause 40% of CO2 emissions. Phase 2 of BEEP has shown that 30-45% of energy savings are possible in India with marginal additional costs compared to the current way of constructing. Based on the achievements of the previous phase, Phase 3 will focus on mainstreaming and scaling-up energy efficient and thermally comfortable building design and on promoting the on-site use of renewable energy sources.","",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"10/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",612
"643772",2017,11,"Switzerland",4,"Swiss Agency for Development and Co-operation","2008004751","7F-06524.03.01",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",1.76724,0.288743,0,1.76222,0.287923,0,0,0,1.76724,0,0,1.76222,0,0,0,0,0,0,11,1.7402,0.284325,0.284325,0.288743,"INDO-SWISS PROGRAMME ON BUILDING ENERGY EFFICIENCY (BEEP)","Indo-Swiss Programme on Building Energy Efficiency (BEEP)",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","",61000,"","10/1/2017","12/31/2021","Globally buildings account for 35% of energy use and about 20% of GHG emissions. In India, buildings even consume 40% of all energy and cause 40% of CO2 emissions. Phase 2 of BEEP has shown that 30-45% of energy savings are possible in India with marginal additional costs compared to the current way of constructing. Based on the achievements of the previous phase, Phase 3 will focus on mainstreaming and scaling-up energy efficient and thermally comfortable building design and on promoting the on-site use of renewable energy sources.","",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"10/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",613
"645794",2017,11,"Switzerland",4,"Swiss Agency for Development and Co-operation","2008004755","7F-06524.03.05",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.0615416,0,0,0.0613667,0,0,0,0,0.0615416,0,0,0.0613667,0,0,0,0,0,0,11,0.0606,0,0,0,"INDO-SWISS PROGRAMME ON BUILDING ENERGY EFFICIENCY (BEEP)","Indo-Swiss Programme on Building Energy Efficiency (BEEP)",23110,"Energy policy and administrative management",231,"Energy",61000,"Private sector in provider country","",61000,"","10/1/2017","12/31/2021","Globally buildings account for 35% of energy use and about 20% of GHG emissions. In India, buildings even consume 40% of all energy and cause 40% of CO2 emissions. Phase 2 of BEEP has shown that 30-45% of energy savings are possible in India with marginal additional costs compared to the current way of constructing. Based on the achievements of the previous phase, Phase 3 will focus on mainstreaming and scaling-up energy efficient and thermally comfortable building design and on promoting the on-site use of renewable energy sources.","",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"10/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",614
